Marca,SKU,Descripcion, P. Lista USD
HAUPA,HA231280,Juego de herramientas para roscar, $ 871.25 
HAUPA,HA231319,Broca escalonada HSS especial, $ 478.26 
HAUPA,HA240005,2 m Metro plegable  plastico reforzado con fibra de vidrio, $ 26.69 
HAUPA,HA240011,Flexometro 3 m NO SE PUEDE IMPORTAR, $ 13.15 
HAUPA,HA240013,Flexometro 5 m NO SE PUEDE IMPORTAR, $ 23.80 
HAUPA,HA240041,Nivel metálico 300 mm, $ 58.60 
HAUPA,HA240048,"Nivel metálico 1,000 mm", $ 107.06 
HAUPA,HA240059,Niveles de burbuja para cuadros de maniobra 200mm, $ 69.22 
HAUPA,HA240138,Escuadra de ajuste de acero pulido 300x180mm, $ 48.76 
HAUPA,HA240234,Puntera de acero para marcaje 250 mm, $ 16.42 
HAUPA,HA250214,Tapón de rosca PG9 RAL7035 (100 piezas), $ 36.59 
HAUPA,HA250222,Tapón de rosca PG21 RAL7035 (100 piezas), $ 73.19 
HAUPA,HA260274,Terminales de anillo Aisladas 1.5-2.5 M6 (100 piezas), $ 22.97 
HAUPA,HA260282,Terminales de anillo Aisladas 4-6DC 3.5M amarillo (100 piezas), $ 33.13 
HAUPA,HA260290,Terminales de anillo Aisladas 2.5-6 M8 (100 piezas), $ 38.39 
HAUPA,HA260308,Terminales de horquilla Aisladas 0.25-1.5 M6 (100 piezas), $ 20.45 
HAUPA,HA260318,Terminales de horquilla Aisladas 1.5-2.5 M6 (100 piezas), $ 22.68 
HAUPA,HA260326,Terminales de horquilla Aisladas 2.5-6 M8 (100 piezas), $ 41.54 
HAUPA,HA260328,Terminales de horquilla Aisladas 2.5-6 M10 (100 piezas), $ 50.93 
HAUPA,HA260330,Terminales punta plana Aisladas 0.25-1.5 (100 piezas), $ 19.40 
HAUPA,HA260334,Terminales punta plana Aisladas 2.5-6 (100 piezas), $ 39.79 
HAUPA,HA260335,Terminales punta plana Aisladas 2.5-6 (100 piezas), $ 47.04 
HAUPA,HA260336,Conectores rápidos 0.25-1.5 (100 piezas), $ 25.12 
HAUPA,HA260337,Conectores rápidos 1.25-2.5 (100 piezas), $ 25.12 
HAUPA,HA260338,Conectores rápidos 2.5-6 (100 piezas), $ 42.58 
HAUPA,HA260370,Terminales punta redonda 0.25-1.5 roja (100 piezas), $ 20.53 
HAUPA,HA260382,Terminales hembra Aisladas 0.25-1.5/2.8x0.8 (100 piezas), $ 20.82 
HAUPA,HA260384,Terminales hembra Aisladas 0.25-1.5/4.8x0.5 roja (100 piezas), $ 21.65 
HAUPA,HA260392,Terminales hembra Aisladas 0.25-1.5/6.3x0.8 (100 piezas), $ 23.80 
HAUPA,HA260410,Terminales hembra Aisladas 0.25-1.5/6.3x0.8 (100 piezas), $ 29.84 
HAUPA,HA260411,Terminales hembra Aisladas 4-6/6.3x0.8 (100 piezas), $ 31.65 
HAUPA,HA260414,Terminales hembra Aisladas 0.25-1.5/6.3x0.8 roja (100 piezas), $ 30.55 
HAUPA,HA260415,Terminales hembra Aisladas 0.25-1.5/4.8x0.8 (100 piezas), $ 30.27 
HAUPA,HA260416,Terminales hembra Aisladas 1.5-2.5/6.3x0.8 azul (100 piezas), $ 30.55 
HAUPA,HA260417,Terminales hembra Aisladas 1.5-2.5/4.8x0.8 (100 piezas), $ 26.42 
HAUPA,HA260422,Terminales macho  Aisladas 0.25-1.5/6.3x0.8 roja (100 piezas), $ 21.91 
HAUPA,HA260424,Terminales macho  Aisladas 1.5-2.5/6.3x0.8 azul (100 piezas), $ 22.00 
HAUPA,HA260426,Terminales macho  Aisladas 2.5-6/0.8x6.3x0.8 amarilla (100 piezas), $ 33.75 
HAUPA,HA260440,Terminales hembra 0.25-1.5 4 (100 piezas), $ 29.14 
HAUPA,HA260442,Terminales hembra redondos 1.5-2.5 5 (100 piezas), $ 29.84 
HAUPA,HA260446,Terminales macho redondos 0.25-1.5 4 (100 piezas), $ 21.29 
HAUPA,HA260448,Terminales macho redondos 1.5-2.5 5 (100 piezas), $ 22.54 
HAUPA,HA260449,Terminales macho redondos 1.5-2.5 4 (100 piezas), $ 21.29 
HAUPA,HA260450,Terminales macho redondos 2.5-6 5 (100 piezas), $ 39.53 
HAUPA,HA260510,Terminales macho  Aisladas 0.25-1.5/2.8x0.5 roja (100 piezas), $ 25.19 
HAUPA,HA260514,Terminales macho  Aisladas 0.25-1.5/4.8x0.5 (100 piezas), $ 25.12 
HAUPA,HA260516,Terminales macho  Aisladas 0.25-1.5/4.8x0.8 (100 piezas), $ 25.12 
HAUPA,HA260518,Terminales macho  Aisladas 1.5-2.5/4.8x0.5 (100 piezas), $ 25.74 
HAUPA,HA260520,Terminales macho  Aisladas 1.5-2.5/4.8x0.8 (100 piezas), $ 26.86 
HAUPA,HA260656,Terminales de anillo Aisladas 0.25-1.5 M4 (100 piezas), $ 20.39 
HAUPA,HA260678,Terminales de anillo Aisladas 1.5-2.5 M10 (100 piezas), $ 44.04 
HAUPA,HA260902,Terminales tubulares con anillo aisladas 10 M5 (100 piezas), $ 84.47 
HAUPA,HA260904,Terminales tubulares con anillo sin aislar Aisladas 10 M6 (100 piezas), $ 86.76 
HAUPA,HA260960,Terminales tubulares con anillo sin aislar Aisladas 70 M12 (100 piezas), $ 318.20 
HAUPA,HA262060,Manguera flexible con espiral 1.5/30m long, $ 29.64 
HAUPA,HA262066,Manguera flexible con espiral 1.5/30m long - low flammability, $ 37.34 
HAUPA,HA262069,Manguera flexible con espiral 9/30m long - low flammability, $ 82.05 
HAUPA,HA262076,Thermofit retractil  3.2/1.6 10m, $ 37.91 
HAUPA,HA262091,Thermofit retractil  5.0/2.5 10m, $ 48.88 
HAUPA,HA262098,Kit de herramientas para soldar (Gas butano), $ 284.39 
HAUPA,HA262100,Sujetacables natural PA 6.6. 100x2.5 mm (100 piezas), $ 2.01 
HAUPA,HA262102,Sujetacables natural PA 6.6. 142x3.2 mm (100 piezas), $ 4.32 
HAUPA,HA262151,Sujetacables pliers plastic 2.5-5mm, $ 61.14 
HAUPA,HA262152,Pinza para tensión y corte de sujetacables de metal 2.5-5mm, $ 154.22 
HAUPA,HA262160,Bridas autoadhesivas natural up to 3.6mm 19x19mm (100 piezas), $ 26.86 
HAUPA,HA262164,Bases atornillables Sujetacables/Bridas natural 7.8mm (100 piezas), $ 17.96 
HAUPA,HA262165,Bridas black up to 7.8mm (100 piezas), $ 17.96 
HAUPA,HA262210,Grapas 5-7 White (100 piezas), $ 9.94 
HAUPA,HA262502,Sujetacables natural 100x2.5 mm (100 piezas), $ 2.01 
HAUPA,HA262505,Sujetacables natural 142x2.5 mm (100 piezas), $ 2.98 
HAUPA,HA262508,Sujetacables natural 142x3.2 mm (100 piezas), $ 4.32 
HAUPA,HA262510,Sujetacables natural 292x3.6 mm (100 piezas), $ 8.84 
HAUPA,HA262518,Sujetacables natural 250x4.8 mm (100 piezas), $ 11.97 
HAUPA,HA262602,Sujetacables black UV-resistant 100x2.5 mm (100 piezas), $ 2.29 
HAUPA,HA262618,Sujetacables black UV-resistant 250x4.8 mm (100 piezas), $ 13.71 
HAUPA,HA262630,Sujetacables black UV-resistant 280x7.6 mm (100 piezas), $ 30.20 
HAUPA,HA262844,"Sujetacables natural 110x2,5 mm 25x8 mm (100 piezas)", $ 9.33 
HAUPA,HA263800,Cinta de aislar 15 mm x 10 m black, $ 1.73 
HAUPA,HA263802,Cinta de aislar 15 mm x 10 m white, $ 1.92 
HAUPA,HA263842,Cinta de aislar 19 mm x 20 m black, $ 3.91 
HAUPA,HA263844,Cinta de aislar 19 mm x 20 m white, $ 4.04 
HAUPA,HA263846,Cinta de aislar 19 mm x 20 m grey, $ 4.04 
HAUPA,HA263848,Cinta de aislar 19 mm x 20 m yellow, $ 4.04 
HAUPA,HA263850,Cinta de aislar 19 mm x 20 m blue, $ 4.04 
HAUPA,HA263852,Cinta de aislar 19 mm x 20 m red, $ 4.04 
HAUPA,HA263854,Cinta de aislar 19 mm x 20 m purple, $ 4.04 
HAUPA,HA263856,Cinta de aislar 19 mm x 20 m green, $ 4.04 
HAUPA,HA263858,Cinta de aislar 19 mm x 20 m brown, $ 4.04 
HAUPA,HA263860,Cinta de aislar 19 mm x 20 Verde/Amarillo, $ 4.04 
HAUPA,HA263930,Cinta para aislar HUPtape-22plus 19 mm x 20 m, $ 19.89 
HAUPA,HA267200,Set de Thermofit retractil  2:1 160 Piezas, $ 55.24 
HAUPA,HA267206,Set de Thermofit retractil  colores 3:1 25 Piezas, $ 72.81 
HAUPA,HA270110,Punteras 10/15 de estaño (1000 piezas), $ 134.20 
HAUPA,HA270122,Punteras 25/18 de estaño (250 piezas), $ 54.63 
HAUPA,HA270725,Punteras aisladas 1.5/8 red (1000 piezas), $ 33.68 
HAUPA,HA270778,Punteras Twin 0.5/8 white (1000 piezas), $ 83.02 
HAUPA,HA270784,Punteras aisladas Twin para dos conductores 1/8 Rojas (1000 piezas), $ 83.02 
HAUPA,HA270788,Punteras aisladas Twin para dos conductores 1.5/8 Negras (1000 piezas), $ 83.02 
HAUPA,HA270796,Punteras Twin 4.0/12 grises (1000 piezas), $ 255.92 
HAUPA,HA270798,Punteras Twin 10/14 rojas (1000 piezas), $ 374.74 
HAUPA,HA270799,Punteras Twin 16/16 azul (250 piezas), $ 130.52 
HAUPA,HA270810,Punteras aisladas 2.5/8 color azul (1000 piezas), $ 40.70 
HAUPA,HA270842,Punteras aisladas 50/20 azul (250 piezas), $ 183.79 
HAUPA,HA270864,Slide Box con punteras DIN, $ 66.46 
HAUPA,HA270888,Juego de punteras + prensaterminales 210804," $ 1,264.19 "
HAUPA,HA272280,"Punta terminal calibre 0.5(22 awg) en carrete(1000)piezas, aislante color Blanco", $ 85.37 
HAUPA,HA272284,Punteras de riel calibre 0.75 gris (1000 piezas), $ 85.37 
HAUPA,HA272290,Punteras de riel calibre 1 rojas (1000 piezas), $ 85.37 
HAUPA,HA272294,"Punta terminal calibre 1.5(16 awg) en carrete(1000)piezas, aislante color Negro", $ 85.37 
HAUPA,HA272298,"Punta terminal calibre 2.5(14 awg) en carrete(500)piezas, aislante color Azul", $ 98.66 
HAUPA,HA273360,Punteras Twin 1.5/8 (1000 piezas), $ 79.32 
HAUPA,HA273392,"Punteras Twin 2,5/10 blue (1000 piezas)", $ 97.47 
HAUPA,HA280064,Enchufe hembra con tope 1.0-2.5/6.3x0.8 (100 piezas), $ 41.89 
HAUPA,HA280214,Cubierta aislada 3 Nylon 6.3 mm (100 piezas), $ 26.51 
HAUPA,HA290037,Terminales DIN 46235 blank 25M12 (100 piezas), $ 304.12 
HAUPA,HA290623,Terminales tubulares con anillo sin aislar 0.25-1.5 M6 (100 piezas), $ 19.48 
HAUPA,HA290637,Terminales tubulares con anillo sin aislar 4-6mm M3.5 (100 piezas), $ 26.08 
HAUPA,HA290648,Terminales de anillo DIN 46234 6M6 (100 piezas), $ 38.89 
HAUPA,HA290658,Terminales de anillo DIN 46234 10M6 (100 piezas), $ 47.66 
HAUPA,HA290660,Terminales de anillo DIN 46234 10 M8 (100 piezas), $ 61.36 
HAUPA,HA290662,Terminales de anillo DIN 46234 10M10 (100 piezas), $ 75.36 
HAUPA,HA290663,Terminales de anillo DIN 46234 10M12 (100 piezas), $ 94.69 
HAUPA,HA290670,Terminales de anillo DIN 46234 16M10 (100 piezas), $ 91.22 
HAUPA,HA290672,Terminales de anillo DIN 46234 16M12 (100 piezas), $ 108.68 
HAUPA,HA290676,Terminales de anillo DIN 46234 25M6 (100 piezas), $ 126.22 
HAUPA,HA290682,Terminales de anillo DIN 46234 25M12 (100 piezas), $ 191.12 
HAUPA,HA290684,Terminales de anillo DIN 46234 25M16 (100 piezas), $ 245.47 
HAUPA,HA290686,Terminales de anillo DIN 46234 35M8 (100 piezas), $ 198.15 
HAUPA,HA290690,Terminales de anillo DIN 46234 35M12 (100 piezas), $ 241.91 
HAUPA,HA290692,Terminales de anillo DIN 46234 35M16 (100 piezas), $ 313.16 
HAUPA,HA290696,Terminales de anillo DIN 46234 50M10 (100 piezas), $ 305.10 
HAUPA,HA290698,Terminales de anillo DIN 46234 50M12 (100 piezas), $ 350.52 
HAUPA,HA290700,Terminales de anillo DIN 46234 50M16 (100 piezas), $ 448.90 
HAUPA,HA290730,Terminales tubulares de horquilla sin aislar 0.25-1.5 M3 (100 piezas), $ 15.58 
HAUPA,HA290736,Terminales tubulares de horquilla sin aislar 1.5-2.5 M3 (100 piezas), $ 27.28 
HAUPA,HA292924,Terminales de aluminio 95M10 (Unitario), $ 6.04 
HAUPA,HA292940,Terminales de aluminio 185M12 (15 piezas), $ 143.55 
HAUPA,HA292946,Terminales de aluminio 240M12 (10 piezas), $ 132.84 
HAUPA,HA294048,Terminal Tubular T Light 16M8 (100 piezas), $ 92.83 
HAUPA,HA294064,Terminal Tubular T Light 35M8 (50 piezas), $ 116.65 
HAUPA,HA294066,Terminal Tubular T Light 35M10 (50 piezas), $ 119.73 
HAUPA,HA294082,Terminales light 50M8 (40 piezas), $ 131.87 
HAUPA,HA300322,Sensor herramienta de contacto, $ 148.71 
HAUPA,HA363602,"Terminales termocontráctiles p/soldar 1,5-2,5 (100 piezas)", $ 569.55 
HAUPA,HA392016,Variedad de adaptadores para recargas 14-210 mm, $ 119.64 
HAUPA,HA392102,T.C.T sierra de perforación 20 mm, $ 156.72 
HAUPA,HA392106,"T.C.T sierra de perforación 22,5 mm", $ 159.42 
HAUPA,HA392110,T.C.T sierra de perforación 30 mm, $ 182.90 
HAUPA,HA101212/S,Juego de destornilladores Tx-S de 2 componentes (5 piezas), $ 115.99 
HAUPA,HA102700/PZ,Juego de torque VDE PZ, $ 478.38 
HAUPA,HA102701/PZ,"Juego de torque VDE PZ 0,5-3,5 Nm", $ 451.16 
HAUPA,HA110331/EN,Llave de carraca reversible VDE 3/8, $ 595.78 
HAUPA,HA110362/EN,LLave de vaso p/puntas hexagonales VDE 1/2 SW 32, $ 82.05 
HAUPA,HA110363/EN,LLave de vaso p/puntas hexagonales VDE 3/8 SW 8, $ 75.76 
HAUPA,HA110366/EN,LLave de vaso p/puntas hexagonales VDE 3/8 SW 11, $ 75.57 
HAUPA,HA110367/EN,LLave de vaso p/puntas hexagonales VDE 3/8 SW 13, $ 75.76 
HAUPA,HA110368/EN,LLave de vaso p/puntas hexagonales VDE 3/8 SW 17, $ 80.45 
HAUPA,HA110369/EN,LLave de vaso p/puntas hexagonales VDE 3/8 SW 19, $ 80.64 
HAUPA,HA120006 587,Guantes para electricista VDE 26500 V size 10, $ 515.59 
HAUPA,HA150015 B,Tiza blue, $ 2.63 
HAUPA,HA150015 G,Tiza yellow, $ 2.63 
HAUPA,HA150015 R,Tiza red, $ 2.63 
HAUPA,HA201002/VDE,Cortacables VDE max. 16.9 mm, $ 215.36 
HAUPA,HA211676/E,"Matrices para pinza de engaste  Twins 0,5-6", $ 95.97 
HAUPA,HA230676/K,Corona de diamante 68 mm, $ 430.08 
HAUPA,HA230677/K,Corona de diamante completa 82Ø con vastago de sujeción M16 y broca de centrado, $ 461.77 
HAUPA,HA260256/10,Terminales de anillo Aisladas 0.25-1.5 M4 (10 piezas), $ 2.69 
HAUPA,HA260258/10,Terminales de anillo Aisladas 0.25-1.5 M5 (10 piezas), $ 2.92 
HAUPA,HA260270/10,Terminales de anillo Aisladas 1.5-2.5 M4 (10 piezas), $ 2.82 
HAUPA,HA260272/10,Terminales de anillo Aisladas 1.5-2.5 M5 (10 piezas), $ 3.10 
HAUPA,HA260274/10,Terminales de anillo Aisladas 1.5-2.5 M6 (10 piezas), $ 3.31 
HAUPA,HA260288/10,Terminales de anillo Aisladas 2.5-6 M6 (10 piezas), $ 4.56 
HAUPA,HA260290/10,Terminales de anillo Aisladas 2.5-6 M8 (10 piezas), $ 5.42 
HAUPA,HA260350/10,Empalmadores Aisladas 0.25-1.5 (10 piezas), $ 2.98 
HAUPA,HA260352/10,Empalmadores Aisladas 1.5-2.5 (10 piezas), $ 3.13 
HAUPA,HA260354/10,Empalmadores Aisladas 2.5-6 (10 piezas), $ 4.44 
HAUPA,HA260392/10,Terminales hembra Aisladas 0.25-1.5/6.3x0.8 (10 piezas), $ 3.56 
HAUPA,HA260394/10,Terminales hembra Aisladas 1.5-2.5/6.3x0.8 azul (10 piezas), $ 3.61 
HAUPA,HA260396/10,Terminales hembra Aisladas 2.5-6/6.3x0.8 (10 piezas), $ 4.75 
HAUPA,HA260414/10,Terminales hembra Aisladas 0.25-1.5/6.3x0.8 roja (10 piezas), $ 4.27 
HAUPA,HA260416/10,Terminales hembra Aisladas 1.5-2.5/6.3x0.8 azul (10 piezas), $ 4.27 
HAUPA,HA260422/10,Terminales macho  Aisladas 0.25-1.5/6.3x0.8 roja (10 piezas), $ 3.38 
HAUPA,HA260424/10,Terminales macho  Aisladas 1.5-2.5/6.3x0.8 azul (10 piezas), $ 3.39 
HAUPA,HA260426/10,Terminales macho  Aisladas 2.5-6/0.8x6.3x0.8 amarilla (10 piezas), $ 4.55 
HAUPA,HA262500/1,Sujetacables natural 75x2.4 mm (100 piezas), $ 1.67 
HAUPA,HA262940/125,"Bridas de acero SS 316 with ball lock 125x4,5 mm (100 piezas)", $ 86.12 
HAUPA,HA262940/200,"Bridas de acero SS 316 with ball lock 200x4,5 mm (100 piezas)", $ 105.69 
HAUPA,HA262940/250,"Bridas de acero SS 316 with ball lock 250x4,5 mm (100 piezas)", $ 119.80 
HAUPA,HA262940/360,"Bridas de acero SS 316 with ball lock 360x4,5 mm (100 piezas)", $ 154.59 
HAUPA,HA270778/25,Punteras Twin 0.5/8 white (25 piezas), $ 2.71 
HAUPA,HA270780/100,Punteras aisladas Twin para dos conductores 0.75/8 Gris (100 piezas), $ 9.21 
HAUPA,HA270780/25,Punteras aisladas Twin para dos conductores 0.75/8 Gris (25 piezas), $ 2.83 
HAUPA,HA270784/100,Punteras aisladas Twin para dos conductores 1/8 Rojas (100 piezas), $ 9.21 
HAUPA,HA270788/25,Punteras aisladas Twin para dos conductores 1.5/8 Negras (25 Piezas), $ 2.98 
HAUPA,HA270792/25,Punteras Twin 2.5/10 blue (25 piezas), $ 3.79 
HAUPA,HA270796/100,Punteras Twin 4.0/12 grises (100 piezas), $ 28.43 
HAUPA,HA270798/5,Punteras Twin 10/14 rojas (5 piezas), $ 2.06 
HAUPA,HA270800/25,Punteras aisladas 0.5/8 white (25 piezas), $ 2.13 
HAUPA,HA270808/25,Punteras aisladas 1.5/8 negra (25 piezas), $ 1.75 
HAUPA,HA270810/25,Punteras aisladas 2.5/8 color azul (25 piezas), $ 1.90 
HAUPA,HA270822/10,Punteras aisladas 10/12 rojas (10 piezas), $ 2.30 
HAUPA,HA270826/10,Punteras aisladas 16/12 azul (10 piezas), $ 2.75 
HAUPA,HA270830/5,Punteras aisladas 25/16 amarillas (5 piezas), $ 3.04 
HAUPA,HA273360/100,Punteras Twin 1.5/8 (100 piezas), $ 8.82 
HAUPA,HA273392/100,"Punteras Twin 2,5/10 blue (100 piezas)", $ 10.83 
HAUPA,HA294066/1,Terminal Tubular T Light 35M10 (pieza), $ 2.65 
HAUPA,HA363500/10,Uniones a tope 0.25-1.5 (10 piezas), $ 8.10 
HAUPA,HA363502/10,"Uniones a tope 1,5-2,5 (10 piezas)", $ 8.36 
HAUPA,HA363504/5,"Uniones a tope 4,0-6,0 (5 piezas)", $ 6.59 
HAUPA,HA300167,Exhibidor de mostrador HAUPA (no incluye herramientas), $ 1.22 
HAUPA,HA220380,"Caja de plástico mobil ""SysCon M"" 400 x 300 x 150 mm", $ 509.54 
FANDIS,FAN120,Rejilla de metálica para ventiladores 120X120, $ 2.97 
FANDIS,FAN120/MR,F120/MR Filtro de plastico 120X120, $ 12.65 
FANDIS,FAN150,Rejilla de metálica para ventiladores 172X150, $ 4.84 
FANDIS,FANA12B05HTBW00,"Ventilador A12B05HTBW00 120X120X 38, 24 VAC", $ 86.56 
FANDIS,FANA12B12STBW00,"Ventilador Costech serie A12, 115VAC 20W 182m³/h, 120x120x38, 3150RPM", $ 55.90 
FANDIS,FANA12B23HTSW00,"Ventilador Axial, 120x120x38mm, 230VAC, 20W, 138/178m³/h, 2550/2900RPM, Sleeve B", $ 51.70 
FANDIS,FANA12B23STBW00,"Ventilador Axial, 120x120x38mm, 230VAC, 22W, 143/199m³/h, 2700/3100RPM, Ball Bea", $ 55.90 
FANDIS,FANA17C12HWBF00,Ventilador A17C12HWBF00 172X150X51 115 V a.c 50/60HZ, $ 153.34 
FANDIS,FANA17C23HWBF00,Ventilador Axial a.c. 172x150x51mm 230VAC 290/331 m3/h, $ 153.34 
FANDIS,FANC80,Cable de alimentación para ventilador L=2032 mm, $ 17.77 
FANDIS,FAND06A04HWBA00,Ventilador serie D06A 60x60x25 12 VDC, $ 36.78 
FANDIS,FAND08A05HWBA00,Ventilador serie D08A 80x80x25 24 VDC, $ 39.10 
FANDIS,FAND09A05HWBZ00,"Ventilador Costech serie D09A, 24VDC 3.6W 87m³/h, 92x92x25, motor brushless", $ 38.25 
FANDIS,FAND12B05HWSZ00,"Ventilador Costech serie D12, 24VDC 7.68W 179m³/h, 120x120x38, 2800RPM", $ 56.70 
FANDIS,FANFF08A115UN,"Ventilador con filtro, corte p/montaje 91.5x91.5mm, 115 VAC, 12/15 m³/h.", $ 120.03 
FANDIS,FANFF08U,"Filtro, corte p/montaje 91.5x91.5mm.", $ 27.65 
FANDIS,FANFF12A115UF,"Ventilador con filtro, corte p/montaje 124x124mm, 115 VAC, 45/50 m³/h.", $ 137.10 
FANDIS,FANFF12A115UN,"Ventilador con filtro, corte p/montaje 124x124mm, 115 VAC, 67/79 m³/h.", $ 208.88 
FANDIS,FANFF12A230UF,"Ventilador con filtro, corte p/montaje 124x124mm, 230 VAC, 45/50 m³/h.", $ 111.21 
FANDIS,FANFF12A230UN,"Ventilador con filtro, corte p/montaje 124x124mm, 230 VAC, 67/79 m³/h.", $ 208.88 
FANDIS,FANFF12U,"Filtro, corte p/montaje 124x124mm.", $ 27.36 
FANDIS,FANFF13PA115UF,"Ventilador con filtro, corte p/montaje 177x177mm, 115 VAC, 100/110 m³/h.", $ 155.93 
FANDIS,FANFF13PA115UN,"Ventilador con filtro, corte p/montaje 177x177mm, 115 VAC, 110/130 m³/h.", $ 193.58 
FANDIS,FANFF13PA115UNR,Ventilador con filtro 203.9 x 203.9 mm, $ 186.30 
FANDIS,FANFF13PA230UF,"Ventilador con filtro, corte p/montaje 177x177mm, 230 VAC, 100/110 m³/h.", $ 155.93 
FANDIS,FANFF13PA230UN,Ventilador con filtro 203.9x203.9 mm 230VAC, $ 193.58 
FANDIS,FANFF13U,"Filtro, corte p/montaje 177x177mm.", $ 51.19 
FANDIS,FANFF15A115UF,"Ventilador c/filtro, 250X250mm (corte p/montaje 223x223mm), 115VAC, 230/270m³/h.", $ 315.09 
FANDIS,FANFF15A230UF,"Ventilador c/filtro, 250X250mm (corte p/montaje 223x223mm), 230VAC, 230/270m³/h.", $ 315.09 
FANDIS,FANFF15PD24UN,Ventilador con filtro 250x250 mm 24 VDC caudal 140 m3/h, $ 240.07 
FANDIS,FANFF15U,"Filtro, 250X250mm (corte p/montaje 223x223mm)", $ 58.55 
FANDIS,FANFF20A115UER,"Ventilador con filtro FF serie A, 115VAC 92W 490m³/h, 325x325x160mm, 291x291mm", $ 597.23 
FANDIS,FANFF20A230UER,"Ventilador con filtro FF serie A, 230VAC 96W 595m³/h, 325x325x161mm, 291x291mm", $ 521.03 
FANDIS,FANFF20U,FF20U Filtro 291x291, $ 85.61 
FANDIS,FANFLL2MA,Juego de Iman para lamparas Serie FLL, $ 16.35 
FANDIS,FANG120M-7035,Reja 120x120 metalica en RAL7035, $ 8.82 
FANDIS,FANGF12KU230BE,Ventilador con filtro espersor delgado 150x150 mm 230 V, $ 107.38 
FANDIS,FANGF12KUG,"Filtro GF12K, dimensiones 150x150x31mm, corte 125x125mm", $ 27.07 
FANDIS,FANGF15KU115BE,Ventilador con filtro espersor delgado 250x250 mm 115V, $ 264.78 
FANDIS,FANGF15KUG,"Filtro GF15K, dimensiones 250x250x32mm, corte 223x223mm", $ 49.13 
FANDIS,FANGF20KUG,Filtro espersor delgado 325x325 mm, $ 90.03 
FANDIS,FANHTP150,"Resistencia calefactora con cubierta, 150W, 110-240VAC/DC", $ 154.73 
FANDIS,FANHVMS250THP230,"Resistencia anticondensación 250W 230 VAC, carcasa de metal, ventilador y prot.", $ 268.76 
FANDIS,FANHWM030,"Resistencia calefactora, 30W, 110-120VAC/DC", $ 79.73 
FANDIS,FANIGR35F,"Higrostato, 120-240VAC, 10-90% RH, 10-5 Amperes", $ 143.57 
FANDIS,FANT19R115B,"Ventilador para techo 115 VAC, RAL 7032, Metalico", $ 628.55 
FANDIS,FANT22U230B,"Ventilador para techo T22, 230VAC 161W 850m³/h, 375x295x119mm, RAL 7035 metálico", $ 650.48 
FANDIS,FANTP19U230B,"Ventilador para techo TP, 230VAC, RAL 7035", $ 442.85 
FANDIS,FANTRT10A230VNC,Thermostato mecanico con contacto NC  TRT-10A230V-NC, $ 31.25 
FANDIS,FANTRT10A230VNO,"Termostato 110-250VAC, -10/80 °C, 10A, contacto NO", $ 30.77 
FANDIS,FANTRT10A230VNCF,"Termostato 12-60VDC 110-250VAC 14/176 °F, 10A, contacto NC", $ 47.17 
FANDIS,FANA12B12HTBW00,"Ventilador A12B12HTBW00 120X120X 38, 115 VAC", $ 55.90 
FANDIS,FANA12B23HTBW00,"Ventilador Axial, 120x120x38mm, 230VAC, 20W, 139/182m³/h, 2750/3050RPM, Ball Bea", $ 55.90 
FANDIS,FANFF12D24UN,"Ventilador con filtro, corte p/montaje 124x124mm, 24 VDC, 46 m³/h.", $ 160.04 
FANDIS,FANFF12N,"Filtro, corte p/montaje 125x125mm, RAL 9005.", $ 30.78 
FANDIS,FANFF15N53,Rejilla con filtro 250x250x33.8 mm con protección 3R., $ 142.22 
FANDIS,FANFF20GA230UER,"Ventilador con filtro FF serie GA, 230VAC 208W 870m³/h, 325x325x159mm, 291x291mm", $ 734.62 
FANDIS,FANFF20N,FF20N Filtro 320x320 Color Negro Sin 3R, $ 98.56 
FANDIS,FANHVMS250THP115,"Resistencia anticondensación 250W 115 VAC, carcasa de metal, ventilador y prot.", $ 257.06 
FANDIS,FANHWM100,"Resistencia calefactora con cable, 100W, 110-120VAC/DC", $ 155.04 
FANDIS,FANT19U115B,"Ventilador para techo T19, 115VAC 71W 590m³/h, 375x295x119mm, RAL 7035 metálico", $ 628.55 
FANDIS,FANT19U230B,"Ventilador para techo T19, 230VAC 78W 590m³/h, 375x295x119mm, RAL 7035 metálico", $ 593.86 
FANDIS,FANT22U115B,"Ventilador para techo T22, 115VAC 170W 850m³/h, 375x295x119mm, RAL 7035 metálico", $ 890.54 
FANDIS,FANFF08A230UN,"Ventilador con filtro, corte p/montaje 91.5x91.5mm, 230 VAC, 12/15 m³/h.", $ 120.03 
FANDIS,FANTRT210A230V,"Termostato 110-250VAC/DC, -10/80 °C, 10A, contacto NC + NO", $ 71.27 
FANDIS,FANC18C23HTBF00,Ventilador Axial a.c. 172X172X51mm 230VAC 348/384 m3/h                  , $ 207.71 
FANDIS,FANTP19U115B,"Ventilador para techo TP, 115VAC, RAL 7035", $ 494.55 
FANDIS,FANT22R115B,"Ventilador para techo 375X295 115 VAC, RAL 7032", $ 890.54 
FANDIS,FANHTM045,"Metal Housing, cage clamp", $ 104.44 
FANDIS,FANHTM060,"Metal Housing, cage clamp", $ 126.21 
FANDIS,FANHTM080,"metal housing, cage clamp", $ 135.92 
FANDIS,FANHTM100,"metal housing, cage clamp", $ 142.10 
FANDIS,FANHTM150,"metal housing, cage clamp", $ 179.17 
